0,-120.452728,34.446877
0,-120.423203,34.450274
0,-120.39711,34.455936
0,-120.357456,34.457394
0,-120.336685,34.459659
0,-120.303555,34.466028
0,-120.279007,34.466127
0,-120.239868,34.468392
0,-120.171204,34.468392
0,-120.124512,34.471222
0,-120.090866,34.458767
0,-120.037994,34.463863
0,-119.991302,34.448576
0,-119.957657,34.434419
0,-119.924011,34.433852
0,-119.880066,34.407797
0,-119.845734,34.404965
0,-119.826851,34.417267
0,-119.801788,34.417642
0,-119.779816,34.414029
0,-119.751663,34.402698
0,-119.731064,34.395333
0,-119.704971,34.396466
0,-119.682312,34.414029
0,-119.636307,34.414029
0,-119.577255,34.412329
0,-119.527817,34.393067
0,-119.466019,34.3755
0,-119.389801,34.317674
0,-119.285431,34.27286
0,-119.233932,34.163276
0,-119.128876,34.099619
0,-119.092484,34.111558
0,-118.98262,34.058671
0,-118.854904,34.032499
0,-118.806839,33.99835
0,-118.78006,34.026239
0,-118.683243,34.029085
0,-118.552094,34.039327
0,-118.517075,34.02567
0,-118.459396,33.964187
0,-118.392105,33.838236
0,-118.397598,33.800585
0,-118.425751,33.770909
0,-118.403091,33.734942
0,-118.370819,33.740081
0,-118.295288,33.706386
0,-118.255463,33.746362
0,-118.184738,33.761205
0,-118.153152,33.758351
0,-118.094101,33.732087
0,-117.940292,33.619518
0,-117.862015,33.582343
0,-117.774811,33.531989
0,-117.715073,33.45984
0,-117.68074,33.460986
0,-117.593536,33.384764
0,-117.548904,33.363548
0,-117.398529,33.20857
0,-117.314072,33.087265
0,-117.266693,32.954271
0,-117.252274,32.874724
0,-117.276993,32.845308
0,-117.281799,32.818768
0,-117.258453,32.793951
0,-117.257767,32.718304
0,-117.24472,32.666874
0,-117.195969,32.685947
0,-117.15889,32.658203
0,-117.132797,32.585913
0,-117.123871,32.534406
0,-117.119064,32.469547

